Location,Street_code,Box_code,Area,Municipality,Province,Country
Sakhile,2431,2431,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Ext 1,2431,2431,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Ext 2,2431,2431,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Ext 3,2431,-------,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Ext 4,2431,2431,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Ext 5,2431,2431,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Ext 6,2431,-------,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Ext 7,2431,-------,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Uit 1,2431,2431,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Uit 2,2431,2431,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Uit 3,2431,-------,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Uit 4,2431,2431,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Uit 5,2431,2431,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Uit 6,2431,-------,Standerton,Gert Sibande,Mpumalanga,South Africa
Sakhile Uit 7,2431,-------,Standerton,Gert Sibande,Mpumalanga,South Africa
Standerton Ext 6,2431,2430,Standerton,Gert Sibande,Mpumalanga,South Africa
Standerton Uit 6,2431,2430,Standerton,Gert Sibande,Mpumalanga,South Africa
Holmdene,-------,2432,Standerton,Gert Sibande,Mpumalanga,South Africa
Stanfieldhill,-------,2433,Standerton,Gert Sibande,Mpumalanga,South Africa
Thuthukani,2434,2434,Standerton,Gert Sibande,Mpumalanga,South Africa
Platrand,-------,2435,Standerton,Gert Sibande,Mpumalanga,South Africa
Linnies,-------,2436,Standerton,Gert Sibande,Mpumalanga,South Africa
Perdekop,2465,2465,Volksrust,Gert Sibande,Mpumalanga,South Africa
Jubapark,-------,2470,Volksrust,Gert Sibande,Mpumalanga,South Africa
Jubapark Ext 2,-------,2470,Volksrust,Gert Sibande,Mpumalanga,South Africa
Jubapark Uit 2,-------,2470,Volksrust,Gert Sibande,Mpumalanga,South Africa
Mountain View,-------,2470,Volksrust,Gert Sibande,Mpumalanga,South Africa
Volksrust,2470,2470,Volksrust,Gert Sibande,Mpumalanga,South Africa
Vukuzakhe,-------,2470,Volksrust,Gert Sibande,Mpumalanga,South Africa
Ouvolk,2471,2471,Volksrust,Gert Sibande,Mpumalanga,South Africa
Esizameleni,-------,2480,Wakkerstroom,Gert Sibande,Mpumalanga,South Africa
Wakkerstroom,2480,2480,Wakkerstroom,Gert Sibande,Mpumalanga,South Africa
Amersfoort,2490,2490,Amersfoort,Gert Sibande,Mpumalanga,South Africa
Ezamokuhle,-------,2490,Amersfoort,Gert Sibande,Mpumalanga,South Africa
Vlakpoort,2491,2491,Volksrust,Gert Sibande,Mpumalanga,South Africa
Welverdiend,2499,2495,Carletonville,Southern,North West,South Africa
Rysmierbult,-------,2496,Carletonville,Southern,North West,South Africa
Wedela,2499,2497,Carletonville,Southern,North West,South Africa
Blybank,2499,-------,Carletonville,Southern,North West,South Africa
Blyvooruitsig,2499,2504,Carletonville,Southern,North West,South Africa
Carletonville,2499,2500,Carletonville,Southern,North West,South Africa
Carletonville Ext 1,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Ext 16,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Ext 2,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Ext 3,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Ext 4,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Ext 5,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Ext 6,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Ext 7,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Ext 8,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Ext 9,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Uit 1,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Uit 16,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Uit 2,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Uit 3,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Uit 4,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Uit 5,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Uit 6,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Uit 7,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Uit 8,2499,-------,Carletonville,Southern,North West,South Africa
Carletonville Uit 9,2499,-------,Carletonville,Southern,North West,South Africa
Chris Hani,2499,2500,Carletonville,Southern,North West,South Africa
Deelkraal,2499,2500,Carletonville,Southern,North West,South Africa
East Driefontein,2499,2509,Carletonville,Southern,North West,South Africa
East Village,2499,2507,Carletonville,Bojanala Platinum,North West,South Africa
Elands Ridge,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Elands Ridge Ext 4,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Elandsgoud,2499,2508,Carletonville,Southern,North West,South Africa
Elandsrand,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Elandsrand Uit 4,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Elandsridge,2499,2500,Carletonville,Southern,North West,South Africa
Goudveld,2499,2507,Carletonville,Southern,North West,South Africa
Joe Slovo,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong Ext 1,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Ext 2,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Ext 3,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Ext 6,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Sotho Section,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Sotho Seksie,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong South,-------,2499,Carletonville,Southern,North West,South Africa
Khutsong South Ext 4,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Suid,-------,2499,Carletonville,Southern,North West,South Africa
Khutsong Suid Uit 4,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Swazi Section,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong Swazi Seksie,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong Tswana Section,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong Tswana Seksie,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong Uit 1,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Uit 2,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Uit 3,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Uit 6,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Xhosa Section,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Xhosa Seksie,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Zulu Section,2499,-------,Carletonville,Southern,North West,South Africa
Khutsong Zulu Seksie,2499,-------,Carletonville,Southern,North West,South Africa
Kwathanduxolo,2499,2509,Carletonville,Southern,North West,South Africa
Mandela,2499,-------,Carletonville,Southern,North West,South Africa
Northdene,2499,-------,Carletonville,Southern,North West,South Africa
Oberholzer,2499,2502,Carletonville,Southern,North West,South Africa
Oberholzer Ext 1,2499,-------,Carletonville,Southern,North West,South Africa
Oberholzer Ext 9,2499,-------,Carletonville,Southern,North West,South Africa
Oberholzer Uit 1,2499,-------,Carletonville,Southern,North West,South Africa
Oberholzer Uit 9,2499,-------,Carletonville,Southern,North West,South Africa
Oos Driefontein,2499,-------,Carletonville,Southern,North West,South Africa
Oos-Driefontein,2499,2509,Carletonville,Southern,North West,South Africa
Pretoriusrus,2499,-------,Carletonville,Southern,North West,South Africa
Rivonia,2499,-------,Carletonville,Southern,North West,South Africa
Sonderwater,2499,2500,Carletonville,Southern,North West,South Africa
Southdene,2499,-------,Carletonville,Southern,North West,South Africa
Swazi Section,2499,2500,Carletonville,Southern,North West,South Africa
T Section,2499,-------,Carletonville,Southern,North West,South Africa
Tshiawelo,2499,-------,Carletonville,Southern,North West,South Africa
Wedela,2499,2497,Carletonville,Southern,North West,South Africa
Wedela Ext 1,2499,-------,Carletonville,Southern,North West,South Africa
Wedela Ext 2,2499,-------,Carletonville,Southern,North West,South Africa
Wedela Ext 3,2499,-------,Carletonville,Southern,North West,South Africa
Wedela Ext 4,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Wedela Uit 1,2499,-------,Carletonville,Southern,North West,South Africa
Wedela Uit 2,2499,-------,Carletonville,Southern,North West,South Africa
Wedela Uit 3,2499,-------,Carletonville,Southern,North West,South Africa
Wedela Uit 4,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Welverdiend,2499,2495,Carletonville,Southern,North West,South Africa
West Village,2499,-------,Carletonville,Southern,North West,South Africa
Western Levels,2499,2501,Carletonville,Southern,North West,South Africa
Boiketlo,-------,2500,Carletonville,Bojanala Platinum,North West,South Africa
Carletonville,2499,2500,Carletonville,Southern,North West,South Africa
Chris Hani,2499,2500,Carletonville,Southern,North West,South Africa
Deelkraal,2499,2500,Carletonville,Southern,North West,South Africa
Doornfontein,2500,2500,Carletonville,Bojanala Platinum,North West,South Africa
Elands Ridge,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Elands Ridge Ext 4,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Elandsrand,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Elandsrand Uit 4,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Elandsridge,2499,2500,Carletonville,Southern,North West,South Africa
Joe Slovo,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong Swazi Section,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong Swazi Seksie,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong Tswana Section,2499,2500,Carletonville,Southern,North West,South Africa
Khutsong Tswana Seksie,2499,2500,Carletonville,Southern,North West,South Africa
Sonderwater,2499,2500,Carletonville,Southern,North West,South Africa
Swazi Section,2499,2500,Carletonville,Southern,North West,South Africa
Wedela Ext 4,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Wedela Uit 4,2499,2500,Carletonville,Bojanala Platinum,North West,South Africa
Western Levels,2499,2501,Carletonville,Southern,North West,South Africa
Oberholzer,2499,2502,Carletonville,Southern,North West,South Africa
Letsatsing,2503,2503,Carletonville,Southern,North West,South Africa
Blyvooruitsig,2499,2504,Carletonville,Southern,North West,South Africa
East Village,2499,2507,Carletonville,Bojanala Platinum,North West,South Africa
Goudveld,2499,2507,Carletonville,Southern,North West,South Africa
Elandsgoud,2499,2508,Carletonville,Southern,North West,South Africa
East Driefontein,2499,2509,Carletonville,Southern,North West,South Africa
Kwathanduxolo,2499,2509,Carletonville,Southern,North West,South Africa
Oos-Driefontein,2499,2509,Carletonville,Southern,North West,South Africa
Phofung,-------,2511,Carletonville,Southern,North West,South Africa
Embali,2513,2513,Carletonville,Southern,North West,South Africa
Fochville Central,-------,2514,Fochville,Southern,North West,South Africa
Fochville Sentraal,-------,2514,Fochville,Southern,North West,South Africa
Fochville,2515,2515,Fochville,Southern,North West,South Africa
Fochville Ext 1,2515,2515,Fochville,Southern,North West,South Africa
Fochville Ext 2,2515,2515,Fochville,Southern,North West,South Africa
Fochville Ext 3,2515,2515,Fochville,Southern,North West,South Africa
Fochville Ext 4,2515,2515,Fochville,Southern,North West,South Africa
Fochville Ext 5,2515,2515,Fochville,Southern,North West,South Africa
Fochville Uit 1,2515,2515,Fochville,Southern,North West,South Africa
Fochville Uit 2,2515,2515,Fochville,Southern,North West,South Africa
Fochville Uit 3,2515,2515,Fochville,Southern,North West,South Africa
Fochville Uit 4,2515,2515,Fochville,Southern,North West,South Africa
Fochville Uit 5,2515,2515,Fochville,Southern,North West,South Africa
Kokosi,-------,2515,Kokosi,Southern,North West,South Africa
Kokosi,2515,2515,Fochville,Southern,North West,South Africa
Kokosi Ext 1,2515,2515,Fochville,Southern,North West,South Africa
Kokosi Ext 2,2515,2515,Fochville,Southern,North West,South Africa
Kokosi Ext 3,2515,2515,Fochville,Southern,North West,South Africa
Kokosi Ext 4,2515,2515,Fochville,Southern,North West,South Africa
Kokosi Ext 5,2515,-------,Fochville,Southern,North West,South Africa
Kokosi Uit 1,2515,2515,Fochville,Southern,North West,South Africa
Kokosi Uit 2,2515,2515,Fochville,Southern,North West,South Africa
Kokosi Uit 3,2515,2515,Fochville,Southern,North West,South Africa
Kokosi Uit 4,2515,2515,Fochville,Southern,North West,South Africa
Kokosi Uit 5,2515,-------,Fochville,Southern,North West,South Africa
Greenpan,-------,2516,Carletonville,Southern,North West,South Africa
Deep South,2517,2517,Carletonville,Southern,North West,South Africa
Moyamkhulu,2519,-------,Carletonville,Southern,North West,South Africa
Akasie Park,-------,2520,Potchefstroom,Southern,North West,South Africa
Lusaka,-------,2520,Potchefstroom,Southern,North West,South Africa
Potchefstroom,2531,2520,Potchefstroom,Southern,North West,South Africa
Lesedi,2521,2525,Potchefstroom,Southern,North West,South Africa
Potchefstroom Camp,2531,2521,Potchefstroom,Southern,North West,South Africa
Potchefstroomkamp,2531,2521,Potchefstroom,Southern,North West,South Africa
Noordbrug,2531,2522,Potchefstroom,Southern,North West,South Africa
Kockspark,2531,2523,Potchefstroom,Southern,North West,South Africa
Cachet,2531,2524,Potchefstroom,Southern,North West,South Africa
Ikageng,2539,2525,Potchefstroom,Southern,North West,South Africa
Industria,2531,2525,Potchefstroom,Southern,North West,South Africa
Lesedi,2521,2525,Potchefstroom,Southern,North West,South Africa
Sarafina,2531,2525,Potchefstroom,Southern,North West,South Africa
Baillie Park,2531,2526,Potchefstroom,Southern,North West,South Africa
Miederpark,2531,2527,Potchefstroom,Southern,North West,South Africa
Boskop,-------,2528,Potchefstroom,Southern,North West,South Africa
Frederikstad,-------,2528,Boskop,Southern,North West,South Africa
Frederikstad Sta,-------,2528,Boskop,Southern,North West,South Africa
New Machavie,-------,2529,Potchefstroom,Southern,North West,South Africa
Promosa,2531,2530,Potchefstroom,Southern,North West,South Africa
Baillie Park,2531,2526,Potchefstroom,Southern,North West,South Africa
Baillie Park Ext 27,2531,2531,Potchefstroom,Southern,North West,South Africa
Bailliepark Uit 27,2531,2531,Potchefstroom,Southern,North West,South Africa
Boiphatong,-------,2531,Potchefstroom,Southern,North West,South Africa
Cachet,2531,2524,Potchefstroom,Southern,North West,South Africa
Dassierand,2531,-------,Potchefstroom,Southern,North West,South Africa
Grimbeekpark,2531,-------,Potchefstroom,Southern,North West,South Africa
Industria,2531,2525,Potchefstroom,Southern,North West,South Africa
Kanonierspark,2531,-------,Potchefstroom,Southern,North West,South Africa
Kockspark,2531,2523,Potchefstroom,Southern,North West,South Africa
Miederpark,2531,2527,Potchefstroom,Southern,North West,South Africa
Mohadin,2531,-------,Potchefstroom,Southern,North West,South Africa
Mooibank,2531,-------,Potchefstroom,Southern,North West,South Africa
Mooirivier Park,2531,2531,Potchefstroom,Southern,North West,South Africa
Mooirivierpark,2531,2531,Potchefstroom,Southern,North West,South Africa
Mooivalleipark,2531,-------,Potchefstroom,Southern,North West,South Africa
Noordbrug,2531,2522,Potchefstroom,Southern,North West,South Africa
Oewersig,2531,-------,Potchefstroom,Southern,North West,South Africa
Potchefstroom,2531,2520,Potchefstroom,Southern,North West,South Africa
Potchefstroom Camp,2531,2521,Potchefstroom,Southern,North West,South Africa
Potchefstroom Ext 6,2531,-------,Potchefstroom,Southern,North West,South Africa
Potchefstroom Ext 7,2531,-------,Potchefstroom,Southern,North West,South Africa
Potchefstroom Ext 8,2531,-------,Potchefstroom,Southern,North West,South Africa
Potchefstroom Uit 6,2531,-------,Potchefstroom,Southern,North West,South Africa
Potchefstroom Uit 7,2531,-------,Potchefstroom,Southern,North West,South Africa
Potchefstroom Uit 8,2531,-------,Potchefstroom,Southern,North West,South Africa
Potchefstroomkamp,2531,2521,Potchefstroom,Southern,North West,South Africa
Promosa,2531,2530,Potchefstroom,Southern,North West,South Africa
Promosa Ext 2,2531,-------,Potchefstroom,Southern,North West,South Africa
Promosa Ext 3,2531,-------,Potchefstroom,Southern,North West,South Africa
Promosa Ext 8,2531,2531,Potchefstroom,Southern,North West,South Africa
Promosa Uit 2,2531,-------,Potchefstroom,Southern,North West,South Africa
Promosa Uit 3,2531,-------,Potchefstroom,Southern,North West,South Africa
Promosa Uit 8,2531,2531,Potchefstroom,Southern,North West,South Africa
Sarafina,2531,2525,Potchefstroom,Southern,North West,South Africa
Sarafina Ext 2,2531,2531,Potchefstroom,Southern,North West,South Africa
Sarafina Ext 3,2531,2531,Potchefstroom,Southern,North West,South Africa
Sarafina Ext 6,-------,2531,Potchefstroom,Southern,North West,South Africa
Sarafina Uit 2,2531,2531,Potchefstroom,Southern,North West,South Africa
Sarafina Uit 3,2531,2531,Potchefstroom,Southern,North West,South Africa
Sarafina Uit 6,-------,2531,Potchefstroom,Southern,North West,South Africa
Top City,2539,2531,Potchefstroom,Southern,North West,South Africa
Tshepisong,-------,2531,Potchefstroom,Southern,North West,South Africa
Tshepisong Ext 7,2531,-------,Potchefstroom,Southern,North West,South Africa
Tshepisong Uit 7,2531,-------,Potchefstroom,Southern,North West,South Africa
Universiteit Van Potchefstroom,2531,-------,Potchefstroom,Southern,North West,South Africa
University of Potchefstroom,2531,-------,Potchefstroom,Southern,North West,South Africa
Van Der Hoffpark,2531,-------,Potchefstroom,Southern,North West,South Africa
Tirisano,-------,2532,Potchefstroom,Southern,North West,South Africa
Mphore,-------,2533,Potchefstroom,Southern,North West,South Africa
Rest in Peace,-------,2534,Carletonville,Southern,North West,South Africa
Rest-in-peace,-------,2534,Carletonville,Bojanala Platinum,North West,South Africa
Flamwood Walk,-------,2535,Potchefstroom,Southern,North West,South Africa
Riverwalk,-------,2538,Potchefstroom,Southern,North West,South Africa
Ikageng,2539,2525,Potchefstroom,Southern,North West,South Africa
Ikageng Ext 11,2539,-------,Potchefstroom,Southern,North West,South Africa
Ikageng Ext 12,2539,-------,Potchefstroom,Southern,North West,South Africa
Ikageng Ext 3,2539,-------,Potchefstroom,Southern,North West,South Africa
Ikageng Ext 6,2539,-------,Potchefstroom,Southern,North West,South Africa
Ikageng Ext 7,2539,-------,Potchefstroom,Southern,North West,South Africa
Ikageng Uit 11,2539,-------,Potchefstroom,Southern,North West,South Africa
Ikageng Uit 12,2539,-------,Potchefstroom,Southern,North West,South Africa
Ikageng Uit 3,2539,-------,Potchefstroom,Southern,North West,South Africa
Ikageng Uit 6,2539,-------,Potchefstroom,Southern,North West,South Africa
Ikageng Uit 7,2539,-------,Potchefstroom,Southern,North West,South Africa
Ikageng Zone 4,2539,2539,Potchefstroom,Southern,North West,South Africa
Ikageng Zone 6,2539,2539,Potchefstroom,Southern,North West,South Africa
Ikageng Zone 8,2539,2539,Potchefstroom,Southern,North West,South Africa
Kanana Ext 1,2539,-------,Potchefstroom,Southern,North West,South Africa
Kanana Uit 1,2539,-------,Potchefstroom,Southern,North West,South Africa
Top City,2539,2531,Potchefstroom,Southern,North West,South Africa
Stilfontein,2551,2550,Stilfontein,Southern,North West,South Africa
Khuma,2551,2562,Stilfontein,Southern,North West,South Africa
Khuma,2551,-------,Khuma,Southern,North West,South Africa
Khuma Ext 1,2551,-------,Stilfontein,Southern,North West,South Africa
Khuma Ext 6,2551,2562,Stilfontein,Southern,North West,South Africa
Khuma Ext 7,2551,-------,Stilfontein,Southern,North West,South Africa
Khuma Ext 8,2551,2562,Stilfontein,Southern,North West,South Africa
Khuma Ext 9,2551,2562,Stilfontein,Southern,North West,South Africa
Khuma Uit 1,2551,-------,Stilfontein,Southern,North West,South Africa
Khuma Uit 6,2551,2562,Stilfontein,Southern,North West,South Africa
Khuma Uit 7,2551,-------,Stilfontein,Southern,North West,South Africa
Khuma Uit 8,2551,2562,Stilfontein,Southern,North West,South Africa
Khuma Uit 9,2551,2562,Stilfontein,Southern,North West,South Africa
Stilfontein,2551,2550,Stilfontein,Southern,North West,South Africa
Stilfontein East,2551,-------,Stilfontein,Southern,North West,South Africa
Stilfontein-Oos,2551,-------,Stilfontein,Southern,North West,South Africa
